NAME1,ADDRESS,TK,NAME,TITLE,TITLE_1, 
Άβδηρα,,,Άβδηρα,ΛΑ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αγ. Δονάτος ,Ζερβοχώρι,46200,Ζερβοχώρι,ΛΒ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οχύρωση, 
Αγία Ειρήνη Κέας,,,Κοινότητα Κορησίας,ΚΑ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιερό, 
Αγία Ειρήνη Κέας,,,Κοινότητα Κορησίας,ΚΑ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αγία Ευθυμία,,,Δελφοί,Ι΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οχύρωση, 
Αγία Τριάδα,,,Αγία Τριάδα,Ζ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκροταφείο, 
Αγία Τριάδα Μεγάρων (σημερινό Νέο Μελί),,,Μέγαρα,Γ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αμυντικοί, 
Άγιοι Σαράντα Άλιντα,"Άλιντα, Λέρος",85400,Λέρος,4η Εφορεία Βυζαντινών Αρχαιοτήτων,Μοναστηριακό Κέντρο, 
Άγιον Όρος,,,Άγιον Όρος,10η Εφορεία Βυζαντινών Αρχαιοτήτων,Μοναστηριακό Κέντρο, 
Άγιος Ονούφριος,,,Μεθώνη,26η Εφορεία Βυζαντινών Αρχαιοτήτων,Νεκροταφείο, 
Άγιος Παντελεήμονας Αμυνταίου - Μεταμόρφωση Σωτήρος,,53200,Αμύνταιο,ΚΘ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Προϊστορικός οικισμός, 
Αγορά,,,Κέρκυρα,Η΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αγορά, 
Αγορά - Λιμένας Κω,,85300,Κως,ΚΒ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικιστικό σύνολο, 
Αγορά αρχαίας Ήλιδος,,,Ήλιδα,Ζ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αγορά, 
Αγορά αρχαίας Θάσου,,,Λιμένας Θάσου,ΙΗ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αγορά, 
Αγορά αρχαίας πόλης της Κέρκυρας,,,Κέρκυρα,Η΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αγορά, 
Άζωρος,,,Άζωρος,7η Εφορεία Βυζαντινών Αρχαιοτήτων,Πόλη, 
Αιγές,,59031,Βεργίνα,ΙΖ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αίνεια,Αγγελοχώρι,57004,Νέα Μηχανιώνα,ΙΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκρόπολη, 
Ακαδημία Πλάτωνος,"Περιοχή Ακαδημία Πλάτωνος, Αθήνα (Νομός Αττικής)",,Αθήνα,Γ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Εκπαιδευτικό κέντρο, 
Άκανθος,Ιερισσός,63075,Ιερισσός,ΙΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκροταφείο, 
Άκανθος,Ιερισσός,63075,Ιερισσός,ΙΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Ακοβίτικα,ΚΑΛΑΜΑΤΑ,24100,Ακοβίτικα,ΛΗ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Προϊστορικός οικισμός, 
Ακραίφνιον - Πτώον,,,Ακραίφνιο,Θ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Ακρόπολη  Καστρίτσας,Καστρίτσα Ιωαννίνων,,Καστρίτσα,ΙΒ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οχυρωμένος οικισμός, 
Ακρόπολη Αθηνών,,,Αθήνα,Α' Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιερό, 
Ακρόπολη Αθηνών,,,Αθήνα,Α' Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Αλιέων,,,Ερμιονίδα,Δ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Αρχαίων Σιφών,Αλυκή Ξηρονομής,,Αλυκή Ξηρονομής,Θ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Αρχαίων Σιφών,Αλυκή Ξηρονομής,,Αλυκή Ξηρονομής,Θ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Ερεσού,Σκάλα Ερεσού,,Σκάλα Ερεσού,Κ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Καβάλας,,,Καβάλα,12η Εφορεία Βυζαντινών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Καζάρμας,,21100,Αρκαδικό Ναυπλίας,Δ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Μεγάλου Γαρδικίου,Μεγάλο Γαρδίκι Ιωαννίνων,,Ιωάννινα,ΙΒ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Μεγάλου Γαρδικίου,Μεγάλο Γαρδίκι Ιωαννίνων,,Ιωάννινα,ΙΒ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οχυρωμένος οικισμός, 
Ακρόπολη Πανοπέως,,,Χαιρώνεια,Θ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Πλατιάνας,,,Πλατιάνα,Ζ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη πόλης Σταγείρων,,,Ολυμπιάδα,ΙΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Ποσειδίου Καρπάθου,,,Κάρπαθος,ΚΒ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Πρόερνας,,35010,Ν. Μοναστήρι,ΙΔ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Ρόδου,,85100,Ρόδος,ΚΒ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Σπάρτης,,23100,Σπάρτη,Ε΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Φαρσάλου,Περιφέρεια Θεσσαλίας,40300,Φάρσαλα,ΙΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρόπολη Φαρσάλου,Περιφέρεια Θεσσαλίας,40300,Φάρσαλα,ΙΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Ακρωτήρι Θήρας,Ακρωτήρι,,Θήρα,ΚΑ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Προϊστορικός οικισμός, 
Αλαί,,35001,Άγιος Ιωάννης Θεολόγος Μαλεσίνας,ΙΔ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αλίφειρα,Κάστρο της Νεροβίτσας,,Αλίφειρα,Ζ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Άλος,,37100,Αλμυρός,ΙΓ' Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Άλωρος,,,Πέλλα,ΙΖ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικισμός, 
Αμάρυνθος,,34006,Αμάρυνθος,ΙΑ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αμβρακία,,47100,Άρτα,ΛΓ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αμνισός,,,Αμνισός,ΚΓ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αμυκλαίον και Ιερό Απόλλωνος Αμυκλαίου,,23100,Αμύκλες,Ε΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιερό, 
Αμφιάρειο Ωρωπού,,,Ωρωπός,Β΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιερό, 
Αμφίπολις,,,Αμφίπολη,ΚΗ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Άμφισσα,,33100,Άμφισσα,Ι΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Ανακτορικό συγκρότημα Αχίλλειον,,,Γαστούρι,Διεύθυνση Νεώτερης και Σύγχρονης Αρχιτεκτονικής Κληρονομιάς,Ανακτορικό συγκρότημα, 
Ανακτορόπολις,,,Νέα Πέραμος,12η Εφορεία Βυζαντινών Αρχαιοτήτων,Πόλη - κάστρο, 
Αναστασιούπολις - Περιθεώριον,,,Αμαξάδες,12η Εφορεία Βυζαντινών Αρχαιοτήτων,Πόλη - κάστρο, 
Ανδρομονάστηρο,,,Πετράλωνα Μεσσηνίας,26η Εφορεία Βυζαντινών Αρχαιοτήτων,Μοναστηριακό Κέντρο, 
Ανδρών,,35013,Γλύφα,ΙΔ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκρόπολη, 
Ανδρών,,35013,Γλύφα,ΙΔ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οχύρωση, 
Ανεμόσπηλια,,,Άνω Αρχάνες,ΚΓ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιερό, 
Αντίκυρα,,,Αντίκυρα,Θ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Άνω Εγκλιανός Μεσσηνίας - Ανάκτορο Νέστορος,,,Τριφυλία,ΛΗ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ανακτορικό συγκρότημα, 
Άνω Πόλη Κυπαρισσίας,,,Κυπαρισσία,26η Εφορεία Βυζαντινών Αρχαιοτήτων,Οικισμός, 
Ανώπολις,,,Χώρα Σφακίων,ΚΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αποδούλου,,,Δήμος Κουρητών,ΚΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκροταφείο, 
Αποδούλου,,,Δήμος Κουρητών,ΚΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Απτέρα,,,Σούδα,ΚΕ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αργιθέα,,,Θεσσαλία,ΛΔ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκροταφείο, 
Αργιθέα,,,Θεσσαλία,ΛΔ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αρκάσα Καρπάθου,,85700,Κάρπαθος,4η Εφορεία Βυζαντινών Αρχαιοτήτων,Οικιστικό σύνολο, 
Αρτεμίσιο,Δήμος Αρτεμισίου,34100,Εύβοια,ΙΑ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Χώρος μάχης, 
Αρχαία Αγορά Αθηνών - Άρειος Πάγος,Αδριανού 24,10555,Αθήνα,Α' Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αγορά, 
Αρχαία Αγορά Άργους,,,Άργος,Δ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αγορά, 
Αρχαία Αγορά Θεσσαλονίκης,Οδοί Ολύμπου και Φιλίππου,54646,Θεσσαλονίκη,ΙΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αγορά, 
Αρχαία Ζώνη,,,Αλεξανδρούπολη,ΙΘ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αρχαία Θεσσαλονίκη,,54621,Θεσσαλονίκη,ΙΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αρχαία Θήρα,Επισκοπή Γωνιάς,,Θήρα,ΚΑ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
"Αρχαία Ιερά οδός (Πλατεία Εσταυρωμένου, Σταθμός ΜΕΤΡΟ ""Αιγάλεω"")","Πλατεία Εσταυρωμένου, Αιγάλεω",,Αθήνα,Γ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Χώροι εκτός κατάταξης, 
Αρχαία Κόρινθος,Αρχαία Κόρινθος,20007,Αρχαία Κόρινθος,ΛΖ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αρχαία Μαρώνεια,,69100,Μαρώνεια,ΙΘ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αρχαία Μεσσήνη - Αρχαιολογικός Χώρος,,,Μαυρομάτι,ΛΗ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αρχαία Μήθυμνα,Μήθυμνα,,Μήθυμνα,Κ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αρχαία Όρθη,Καρδίτσα,43100,Θεσσαλία,ΛΔ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικιστικό σύνολο, 
Αρχαία Φειά,,,Κατάκολον,Ζ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αρχαία Φιγαλεία,,,Φιγαλεία,Ζ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αρχαίες Παγαί (Αλεποχώρι),,,Αττική,Γ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αμυντικοί, 
Αρχαίο θέατρο Δωδώνης,,45500,Δωδώνη,ΙΒ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Θέατρο, 
Αρχαίο θέατρο Δωδώνης,,45500,Δωδώνη,ΙΒ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιωνικός, 
Αρχαίο Νεκροταφείο Πάρου,,,Βίτζι Παροικιάς (Πάρος),ΚΑ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκρόπολη, 
Αρχαίο Φρούριο Αιγοσθένων,Πόρτο-Γερμενό,,Δήμος Βιλλίων,Γ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ακρόπολη, 
Αρχαιολογικός περίπατος Ουρανούπολης,,,Ουρανούπολη,10η Εφορεία Βυζαντινών Αρχαιοτήτων,Χώροι εκτός κατάταξης, 
Αρχαιολογικός χώρος Αγίου Παταπίου Βεροίας,,,Βέροια,11η Εφορεία Βυζαντινών Αρχαιοτήτων,Πόλη, 
Αρχαιολογικός χώρος Αγίου Παταπίου Βεροίας,,,Βέροια,11η Εφορεία Βυζαντινών Αρχαιοτήτων,Εκκλησιαστικό συγκρότημα, 
Αρχαιολογικός χώρος αιολικού ιερού Κλοπεδής Λέσβου,Κλοπεδή,,Αγία Παρασκευή,Κ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Λατρευτικοί, 
Αρχαιολογικός χώρος αιολικού ιερού Κλοπεδής Λέσβου,Κλοπεδή,,Αγία Παρασκευή,Κ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιερό, 
Αρχαιολογικός χώρος Αρχοντικιού Ψαρών,Αρχοντίκι Ψαρών,821 04,Ψαρά,Κ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκρικοί, 
Αρχαιολογικός χώρος Αρχοντικιού Ψαρών,Αρχοντίκι Ψαρών,821 04,Ψαρά,Κ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικιστικό σύνολο, 
Αρχαιολογικός χώρος Ασκληπιείου  Επιδαύρου,,,Λυγουριό,Δ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιερό, 
Αρχαιολογικός Χώρος Αφαίας,Αφαία Αίγινας,180 10,Αίγινα,ΚΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιερό, 
Αρχαιολογικός Χώρος Γυθείου (Αγορά),,23200,Γύθειο,Ε΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Αγορά, 
Αρχαιολογικός Χώρος Δημοσίου Σήματος,Σαλαμίνος 35,,Αθήνα,Γ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Νεκρικοί, 
Αρχαιολογικός χώρος Εμποριού,Εμποριό,,Μαστιχοχώρια,Κ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικιστικό σύνολο, 
Αρχαιολογικός Χώρος Θερμής,Πύργοι Θερμής,81100,Λέσβος,Κ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Διαμονής, 
Αρχαιολογικός χώρος Ικαρίου Αττικής,,,Διόνυσος,Β΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Λατρευτικοί, 
Αρχαιολογικός χώρος Καβειρίου,Καβείριο,,Κοντοπούλι,Κ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιερό, 
Αρχαιολογικός Χώρος Κάστρου Πυθαγορείου,Πυθαγόρειο,83103,Πυθαγόρειο,27η Εφορεία Βυζαντινών Αρχαιοτήτων,Οχύρωση, 
Αρχαιολογικός Χώρος Κάστρου Πυθαγορείου,Πυθαγόρειο,83103,Πυθαγόρειο,27η Εφορεία Βυζαντινών Αρχαιοτήτων,Κάστρο, 
Αρχαιολογικός Χώρος Κάστρου Πυθαγορείου,Πυθαγόρειο,83103,Πυθαγόρειο,27η Εφορεία Βυζαντινών Αρχαιοτήτων,Βυζαντινός, 
"Αρχαιολογικός Χώρος Κάστρου στο ""Ποτάμι"" Καρλοβάσου",,,Καρλόβασι,27η Εφορεία Βυζαντινών Αρχαιοτήτων,Οχύρωση, 
"Αρχαιολογικός Χώρος Κάστρου στο ""Ποτάμι"" Καρλοβάσου",,,Καρλόβασι,27η Εφορεία Βυζαντινών Αρχαιοτήτων,Κάστρο, 
"Αρχαιολογικός Χώρος Κάστρου στο ""Ποτάμι"" Καρλοβάσου",,,Καρλόβασι,27η Εφορεία Βυζαντινών Αρχαιοτήτων,Βυζαντινός, 
Αρχαιολογικός χώρος Κολώνας,,,Αίγινα,ΚΣΤ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αρχαιολογικός Χώρος Λυκείου Αριστοτέλους,Οδός Ρηγίλλης,,Αθήνα,Γ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Κοινής Ωφέλειας, 
Αρχαιολογικός χώρος Μηλέας,,,Μηλέα,7η Εφορεία Βυζαντινών Αρχαιοτήτων,Πόλη, 
Αρχαιολογικός χώρος οδού Αιόλου,,,Αθήνα,Γ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Χώροι εκτός κατάταξης, 
Αρχαιολογικός χώρος Πλατείας Κοτζιά,,,Αθήνα,Γ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Χώροι εκτός κατάταξης, 
Αρχαιολογικός χώρος Πολιόχνης,Αγροτική πριφέρεια Καμινίων,,Πολιόχνη,Κ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Οικισμός, 
Αρχαιολογικός Χώρος Πύργου Κιερίου,,,Θεσσαλία,ΛΔ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αρχαιολογικός χώρος στο λόφο Γόριτσα,Άναυρος,38500,Νέα Δημητριάδα,ΙΓ' Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
Αρχαιολογικός χώρος του Μέσσου,Μέσσα Λέσβου,,Αγία Παρασκευή,Κ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Θρησκευτικό κέντρο, 
Αρχαιολογικός χώρος του Μέσσου,Μέσσα Λέσβου,,Αγία Παρασκευή,Κ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Ιερό, 
Αρχαιολογικός Χώρος Υψηλής Άνδρου,,,Άνδρος,ΚΑ΄ Εφορεία Προϊστορικών και Κλασικών Αρχαιοτήτων,Πόλη, 
